"X.1","X","addr_state","YearBefore","loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","dti","earliest_cr_line","open_acc","pub_rec","total_acc","initial_list_status","application_type","GeoName","Compensation.of.employees","Gross.operating.surplus","Per.capita.real.GDP.by.state","Quantity.indexes.for.real.GDP.by.state","Real.GDP.by.state","Subsidies","Taxes.on.production.and.imports","regions"
864922,865042,"WA",2014,18825," 60 months",17.86,476.6,"D","MORTGAGE",0.6772304,"Not Verified","2015-03-01","Not Defaulted","debt_consolidation",34.97,"1977-03-01",13,0,29,"w","INDIVIDUAL","Washington",172,107,385,302,258,86,247,"West"
242556,242598,"FL",2014,5500," 36 months",15.61,192.31,"D","OWN",0.6808683,"Not Verified","2015-07-01","Not Defaulted","credit_card",25.33,"2005-02-01",11,0,16,"f","INDIVIDUAL","Florida",329,259,92,225,425,153,392,"South"
846948,847068,"VT",2014,15000," 36 months",12.29,500.3,"C","RENT",0.6720027,"Not Verified","2015-06-01","Not Defaulted","debt_consolidation",23.06,"2004-12-01",15,0,21,"w","INDIVIDUAL","Vermont",119,433,169,207,193,393,205,"Northeast"
730350,730455,"TN",2012,24575," 60 months",21.6,673.16,"E","MORTGAGE",0.6765279,"Verified","2013-07-01","Not Defaulted","debt_consolidation",25.24,"2000-11-01",10,0,19,"f","INDIVIDUAL","Tennessee",78,21,128,263,184,326,153,"South"
592943,593036,"NY",2013,25000," 60 months",19.52,655.69,"E","RENT",0.707307,"Verified","2014-07-01","Not Defaulted","Others",15.54,"1989-12-01",13,0,32,"w","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
42513,42522,"CA",2009,8000," 36 months",12.61,268.06,"C","MORTGAGE",0.7057937,"Verified","2010-11-01","Not Defaulted","small_business",12.45,"1997-07-01",10,1,25,"f","INDIVIDUAL","California",457,393,344,1,110,384,50,"West"
97164,97188,"CA",2013,11200," 36 months",10.99,366.63,"B","RENT",0.6735741,"Source Verified","2014-07-01","Not Defaulted","debt_consolidation",24.26,"2002-08-01",14,0,33,"w","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
16220,16226,"AR",2013,18000," 36 months",7.69,561.49,"A","MORTGAGE",0.6649473,"Not Verified","2014-06-01","Not Defaulted","credit_card",12.8,"1998-09-01",21,0,26,"w","INDIVIDUAL","Arkansas",359,299,45,275,12,249,432,"South"
111314,111341,"CA",2013,12000," 60 months",14.64,283.22,"C","MORTGAGE",0.6941209,"Verified","2014-03-01","Not Defaulted","debt_consolidation",13.68,"1995-11-01",14,0,32,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
70340,70356,"CA",2012,12000," 36 months",10.64,390.83,"B","RENT",0.6832609,"Source Verified","2013-09-01","Not Defaulted","debt_consolidation",23.05,"2003-03-01",10,0,27,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
878126,878246,"WI",2014,10000," 36 months",12.59,334.97,"C","RENT",0.7022087,"Source Verified","2015-12-01","Not Defaulted","home_improvement",14.47,"2002-09-01",7,0,26,"f","INDIVIDUAL","Wisconsin",106,16,254,289,190,388,158,"Midwest"
71064,71080,"CA",2012,26500," 60 months",19.05,688.16,"D","MORTGAGE",0.6792599,"Verified","2013-03-01","Not Defaulted","credit_card",31.98,"1995-12-01",13,0,31,"w","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
543250,543335,"NM",2013,15000," 60 months",12.85,340.15,"B","MORTGAGE",0.6629523,"Source Verified","2014-01-01","Not Defaulted","credit_card",13.89,"1985-02-01",7,1,17,"w","INDIVIDUAL","New Mexico",325,292,112,12,432,167,373,"West"
170993,171025,"CO",2011,7500," 36 months",15.8,262.94,"C","MORTGAGE",0.6927957,"Not Verified","2012-11-01","Not Defaulted","debt_consolidation",11.45,"1989-06-01",7,0,29,"w","INDIVIDUAL","Colorado",59,11,307,72,156,385,113,"West"
524470,524555,"NJ",2013,25975," 60 months",13.66,599.83,"C","RENT",0.6735741,"Source Verified","2014-12-01","Not Defaulted","debt_consolidation",25.8,"1997-05-01",11,0,21,"w","INDIVIDUAL","New Jersey",242,159,396,110,327,121,328,"Northeast"
859380,859500,"WA",2014,18000," 60 months",12.59,405.79,"C","RENT",0.7057937,"Not Verified","2015-11-01","Not Defaulted","major_purchase",21.12,"2000-06-01",11,0,22,"w","INDIVIDUAL","Washington",172,107,385,302,258,86,247,"West"
535266,535351,"NJ",2014,35000," 36 months",7.89,1095,"A","OWN",0.7217705,"Source Verified","2015-09-01","Not Defaulted","credit_card",11.03,"1989-03-01",5,0,11,"w","INDIVIDUAL","New Jersey",253,160,395,121,330,108,341,"Northeast"
785077,785190,"TX",2014,10000," 36 months",12.69,335.45,"C","MORTGAGE",0.6619134,"Source Verified","2015-10-01","Not Defaulted","debt_consolidation",11.38,"2003-12-01",11,0,25,"w","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
217096,217135,"FL",2012,12125," 36 months",14.09,414.94,"B","MORTGAGE",0.6573962,"Not Verified","2013-03-01","Not Defaulted","debt_consolidation",22.48,"2001-06-01",11,0,21,"f","INDIVIDUAL","Florida",320,236,69,37,422,160,385,"South"
579416,579507,"NY",2013,12000," 36 months",12.85,403.47,"B","RENT",0.6586125,"Source Verified","2014-02-01","Not Defaulted","credit_card",32.57,"1999-10-01",11,0,14,"f","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
748304,748411,"TX",2011,12000," 36 months",12.12,399.26,"B","OWN",0.6805523,"Not Verified","2012-11-01","Not Defaulted","debt_consolidation",18.72,"1987-12-01",9,0,22,"f","INDIVIDUAL","Texas",372,355,286,234,43,203,3,"South"
874187,874307,"WI",2014,16000," 60 months",9.99,339.88,"B","MORTGAGE",0.7016896,"Not Verified","2015-10-01","Not Defaulted","debt_consolidation",18.87,"1997-05-01",12,0,29,"w","INDIVIDUAL","Wisconsin",106,16,254,289,190,388,158,"Midwest"
284141,284187,"GA",2014,5000," 36 months",6.49,153.23,"A","MORTGAGE",0.6568472,"Verified","2015-01-01","Not Defaulted","credit_card",2.57,"2005-07-01",7,0,14,"w","INDIVIDUAL","Georgia",208,147,170,252,306,39,210,"South"
224642,224682,"FL",2013,5000," 36 months",8.39,157.59,"A","MORTGAGE",0.6432493,"Verified","2014-10-01","Not Defaulted","debt_consolidation",9.46,"2002-04-01",6,1,12,"w","INDIVIDUAL","Florida",324,248,78,107,423,155,389,"South"
314073,314123,"IL",2013,20000," 36 months",14.64,689.79,"C","MORTGAGE",0.6805523,"Source Verified","2014-05-01","Not Defaulted","debt_consolidation",7.34,"2002-01-01",11,1,18,"w","INDIVIDUAL","Illinois",306,238,350,194,408,197,349,"Midwest"
165534,165565,"CA",2014,16800," 36 months",7.89,525.6,"A","OWN",0.6904699,"Source Verified","2015-07-01","Not Defaulted","credit_card",24.9,"1992-07-01",9,0,16,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
34602,34609,"AZ",2014,12000," 36 months",12.69,402.54,"C","RENT",0.6866665,"Not Verified","2015-10-01","Not Defaulted","debt_consolidation",14.53,"1996-03-01",8,1,20,"f","INDIVIDUAL","Arizona",92,13,88,233,173,316,143,"West"
478258,478339,"NC",2011,21000," 60 months",21.97,579.64,"E","MORTGAGE",0.6904699,"Verified","2012-06-01","Not Defaulted","debt_consolidation",13.4,"2002-03-01",10,0,17,"f","INDIVIDUAL","North Carolina",168,122,184,82,291,67,233,"South"
284478,284524,"GA",2014,9000," 36 months",6.89,277.45,"A","RENT",0.6677529,"Verified","2015-06-01","Not Defaulted","credit_card",33.81,"1999-09-01",10,0,26,"w","INDIVIDUAL","Georgia",208,147,170,252,306,39,210,"South"
139906,139936,"CA",2014,6000," 36 months",21.67,228.12,"E","MORTGAGE",0.6720027,"Verified","2015-05-01","Not Defaulted","Others",10.18,"1997-02-01",15,0,29,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
289696,289742,"GA",2014,35000," 36 months",18.84,1280.14,"E","MORTGAGE",0.6869331,"Verified","2015-03-01","Not Defaulted","small_business",5.74,"2003-07-01",22,0,29,"w","INDIVIDUAL","Georgia",208,147,170,252,306,39,210,"South"
180163,180195,"CO",2014,16000," 60 months",12.29,358.27,"C","MORTGAGE",0.7057937,"Not Verified","2015-07-01","Not Defaulted","home_improvement",10.65,"2002-01-01",11,0,24,"f","INDIVIDUAL","Colorado",112,40,348,314,203,365,111,"West"
335798,335849,"IN",2012,17000," 60 months",22.7,476.32,"E","MORTGAGE",0.6758116,"Source Verified","2013-09-01","Not Defaulted","credit_card",22.01,"1991-09-01",16,0,29,"f","INDIVIDUAL","Indiana",88,47,176,258,207,4,117,"Midwest"
810097,810210,"TX",2014,35000," 60 months",21.99,966.47,"F","MORTGAGE",0.7025505,"Source Verified","2015-10-01","Not Defaulted","debt_consolidation",17.31,"2002-07-01",12,0,23,"w","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
20146,20152,"AZ",2008,3000," 36 months",12.87,100.9,"C","RENT",0.6271142,"Not Verified","2009-12-01","Not Defaulted","Others",3.89,"2001-04-01",9,0,15,"f","INDIVIDUAL","Arizona",62,439,142,278,182,305,118,"West"
137564,137594,"CA",2014,35000," 60 months",13.99,814.21,"C","RENT",0.7087559,"Source Verified","2015-10-01","Not Defaulted","debt_consolidation",13.49,"1998-09-01",8,4,15,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
129445,129475,"CA",2014,15000," 60 months",18.84,387.79,"E","RENT",0.6863978,"Not Verified","2015-04-01","Not Defaulted","Others",22.86,"2000-01-01",8,0,23,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
527029,527114,"NJ",2014,35000," 60 months",9.99,743.48,"B","MORTGAGE",0.7135125,"Verified","2015-06-01","Not Defaulted","credit_card",8.47,"1996-10-01",20,0,31,"w","INDIVIDUAL","New Jersey",253,160,395,121,330,108,341,"Northeast"
627682,627775,"NY",2014,28000," 36 months",6.89,863.16,"A","RENT",0.6949773,"Not Verified","2015-08-01","Not Defaulted","debt_consolidation",16.47,"2003-12-01",13,0,21,"w","INDIVIDUAL","New York",406,333,428,277,44,285,454,"Northeast"
317207,317257,"IL",2013,6000," 36 months",8.39,189.1,"A","MORTGAGE",0.6792599,"Source Verified","2014-07-01","Not Defaulted","major_purchase",12.16,"1989-04-01",11,0,17,"w","INDIVIDUAL","Illinois",306,238,350,194,408,197,349,"Midwest"
150681,150712,"CA",2014,10000," 36 months",9.99,322.63,"B","RENT",0.6677529,"Not Verified","2015-04-01","Not Defaulted","credit_card",13.07,"2007-10-01",15,0,19,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
234757,234798,"FL",2013,20000," 36 months",8.19,628.49,"A","OWN",0.7322281,"Source Verified","2014-12-01","Not Defaulted","debt_consolidation",9.37,"1974-08-01",14,0,24,"f","INDIVIDUAL","Florida",324,248,78,107,423,155,389,"South"
52348,52363,"CA",2011,5000," 36 months",7.9,156.46,"A","RENT",0.6723224,"Not Verified","2012-04-01","Not Defaulted","Others",2.02,"2005-05-01",6,0,8,"f","INDIVIDUAL","California",14,401,353,96,114,375,59,"West"
735115,735220,"TN",2014,35000," 36 months",13.18,1182.33,"C","MORTGAGE",0.6904699,"Source Verified","2015-11-01","Not Defaulted","credit_card",19.52,"1995-11-01",12,0,16,"w","INDIVIDUAL","Tennessee",99,38,143,303,199,314,154,"South"
187422,187454,"CO",2014,16100," 36 months",17.86,580.93,"D","MORTGAGE",0.6574448,"Not Verified","2015-09-01","Not Defaulted","debt_consolidation",16.67,"2006-05-01",6,0,11,"f","INDIVIDUAL","Colorado",112,40,348,314,203,365,111,"West"
789074,789187,"TX",2014,28000," 60 months",9.17,583.55,"B","MORTGAGE",0.69897,"Source Verified","2015-03-01","Not Defaulted","debt_consolidation",13.25,"1995-01-01",7,1,14,"w","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
39329,39336,"AZ",2014,16000," 36 months",13.33,541.65,"C","MORTGAGE",0.6927957,"Not Verified","2015-10-01","Not Defaulted","debt_consolidation",17.48,"1984-07-01",18,0,29,"w","INDIVIDUAL","Arizona",92,13,88,233,173,316,143,"West"
379232,379290,"MA",2012,10000," 60 months",14.3,234.25,"C","MORTGAGE",0.6792599,"Verified","2013-11-01","Not Defaulted","debt_consolidation",16.3,"1999-11-01",9,0,15,"f","INDIVIDUAL","Massachusetts",198,97,421,267,289,117,162,"Northeast"
453240,453316,"MN",2014,7250," 36 months",8.18,227.8,"B","RENT",0.682408,"Source Verified","2015-07-01","Not Defaulted","credit_card",15.62,"2004-09-01",12,0,24,"f","INDIVIDUAL","Minnesota",125,35,371,307,211,62,159,"Midwest"
26517,26524,"AZ",2013,4000," 36 months",12.99,134.76,"C","RENT",0.6192361,"Not Verified","2014-05-01","Not Defaulted","credit_card",32.2,"2009-08-01",6,0,7,"f","INDIVIDUAL","Arizona",75,8,87,188,162,322,137,"West"
643109,643203,"OH",2013,20000," 36 months",7.12,618.64,"A","MORTGAGE",0.6844585,"Source Verified","2014-08-01","Not Defaulted","debt_consolidation",24.69,"2001-10-01",19,0,42,"w","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
521765,521850,"NJ",2013,19000," 36 months",15.31,661.53,"C","RENT",0.6707783,"Source Verified","2014-03-01","Not Defaulted","credit_card",18.34,"1999-04-01",13,0,30,"w","INDIVIDUAL","New Jersey",242,159,396,110,327,121,328,"Northeast"
70863,70879,"CA",2012,10000," 36 months",15.8,350.59,"C","RENT",0.660845,"Not Verified","2013-05-01","Not Defaulted","debt_consolidation",6,"1991-06-01",7,0,28,"w","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
847793,847913,"WA",2010,11500," 36 months",8.49,362.98,"A","RENT",0.6381015,"Verified","2011-05-01","Not Defaulted","debt_consolidation",7.63,"1998-10-01",4,0,9,"f","INDIVIDUAL","Washington",133,71,365,69,235,94,208,"West"
598261,598354,"NY",2013,12000," 60 months",14.49,282.28,"C","OWN",0.6941209,"Source Verified","2014-07-01","Not Defaulted","debt_consolidation",6.65,"2002-06-01",7,1,18,"w","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
816213,816327,"UT",2013,24000," 36 months",6.49,735.47,"A","OWN",0.6966296,"Source Verified","2014-10-01","Not Defaulted","credit_card",12.78,"1996-09-01",14,0,29,"w","INDIVIDUAL","Utah",400,332,157,280,39,210,411,"West"
208935,208972,"FL",2011,14000," 36 months",15.8,490.82,"C","OWN",0.6792599,"Not Verified","2012-11-01","Not Defaulted","debt_consolidation",27.81,"1991-02-01",11,0,29,"f","INDIVIDUAL","Florida",311,231,75,8,420,168,382,"South"
67202,67218,"CA",2012,13200," 36 months",10.64,429.91,"B","MORTGAGE",0.7014042,"Not Verified","2013-09-01","Not Defaulted","debt_consolidation",6.19,"1995-11-01",11,0,14,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
150858,150889,"CA",2014,35000," 36 months",16.55,1240.03,"D","MORTGAGE",0.6958132,"Verified","2015-12-01","Not Defaulted","Others",0.97,"1996-05-01",7,0,54,"f","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
180476,180508,"CO",2014,20000," 36 months",6.89,616.54,"A","RENT",0.682408,"Source Verified","2015-10-01","Not Defaulted","credit_card",14.6,"1993-12-01",17,0,26,"w","INDIVIDUAL","Colorado",112,40,348,314,203,365,111,"West"
743368,743473,"TX",2010,35000," 60 months",10.74,756.46,"B","MORTGAGE",0.7010206,"Verified","2011-04-01","Not Defaulted","home_improvement",10.9,"1988-04-01",19,0,44,"f","INDIVIDUAL","Texas",360,334,271,94,31,185,446,"South"
189388,189420,"CT",2010,20000," 36 months",10.65,651.47,"B","RENT",0.670361,"Source Verified","2011-11-01","Not Defaulted","debt_consolidation",2.35,"2002-09-01",7,0,7,"f","INDIVIDUAL","Connecticut",23,453,437,389,135,306,78,"Northeast"
384959,385017,"MA",2013,14000," 36 months",10.49,454.97,"B","MORTGAGE",0.7057937,"Verified","2014-11-01","Not Defaulted","credit_card",16.8,"1999-09-01",16,0,29,"f","INDIVIDUAL","Massachusetts",204,96,416,256,285,119,166,"Northeast"
405481,405545,"MD",2013,30000," 60 months",19.47,786,"D","MORTGAGE",0.7022087,"Verified","2014-03-01","Not Defaulted","credit_card",26.53,"1989-11-01",18,0,37,"f","INDIVIDUAL","Maryland",134,49,376,216,222,40,147,"South"
647138,647232,"OH",2013,18000," 60 months",12.49,404.88,"B","MORTGAGE",0.6959369,"Source Verified","2014-05-01","Not Defaulted","debt_consolidation",22.08,"1990-07-01",10,0,24,"w","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
103393,103419,"CA",2013,22400," 60 months",16.59,551.78,"D","RENT",0.6727311,"Verified","2014-02-01","Not Defaulted","credit_card",33.47,"1996-08-01",9,0,14,"w","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
514844,514927,"NJ",2012,13500," 60 months",15.1,321.88,"C","MORTGAGE",0.69897,"Verified","2013-10-01","Not Defaulted","debt_consolidation",7.3,"2004-01-01",8,0,13,"f","INDIVIDUAL","New Jersey",235,150,391,54,322,123,319,"Northeast"
39762,39769,"AZ",2014,20000," 60 months",13.99,465.27,"C","RENT",0.6792599,"Source Verified","2015-06-01","Not Defaulted","debt_consolidation",18.85,"2000-11-01",6,1,9,"w","INDIVIDUAL","Arizona",92,13,88,233,173,316,143,"West"
240576,240617,"FL",2014,17425," 60 months",13.66,402.39,"C","OWN",0.660845,"Not Verified","2015-01-01","Not Defaulted","debt_consolidation",10.52,"1990-10-01",8,0,10,"f","INDIVIDUAL","Florida",329,259,92,225,425,153,392,"South"
179015,179047,"CO",2013,1000," 36 months",12.49,33.45,"B","MORTGAGE",0.6644457,"Not Verified","2014-10-01","Not Defaulted","home_improvement",16.26,"2001-07-01",12,0,18,"f","INDIVIDUAL","Colorado",93,30,323,260,186,383,103,"West"
154079,154110,"CA",2014,15000," 36 months",6.92,462.61,"A","MORTGAGE",0.69897,"Not Verified","2015-04-01","Not Defaulted","Others",14.08,"2005-09-01",14,0,26,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
66717,66732,"CA",2012,8000," 36 months",11.14,262.45,"B","RENT",0.6978195,"Not Verified","2013-01-01","Not Defaulted","debt_consolidation",13.88,"1996-01-01",12,0,28,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
574427,574518,"NY",2012,11000," 36 months",14.3,377.56,"C","MORTGAGE",0.6927957,"Source Verified","2013-11-01","Not Defaulted","debt_consolidation",14.33,"2001-07-01",13,0,36,"f","INDIVIDUAL","New York",389,325,426,254,40,284,455,"Northeast"
451068,451144,"MN",2014,27425," 36 months",13.66,932.8,"C","MORTGAGE",0.6758116,"Verified","2015-01-01","Not Defaulted","debt_consolidation",28.3,"1995-08-01",14,0,33,"w","INDIVIDUAL","Minnesota",125,35,371,307,211,62,159,"Midwest"
354377,354432,"KS",2014,12000," 36 months",9.99,387.15,"B","RENT",0.6949773,"Not Verified","2015-11-01","Not Defaulted","debt_consolidation",17.05,"2001-07-01",12,0,32,"w","INDIVIDUAL","Kansas",419,347,242,261,54,355,8,"Midwest"
380259,380317,"MA",2012,7000," 36 months",7.62,218.13,"A","RENT",0.6449281,"Not Verified","2013-12-01","Not Defaulted","debt_consolidation",12.28,"2002-07-01",14,0,35,"f","INDIVIDUAL","Massachusetts",198,97,421,267,289,117,162,"Northeast"
715149,715254,"RI",2014,8400," 36 months",6.92,259.07,"A","MORTGAGE",0.6357068,"Verified","2015-02-01","Not Defaulted","debt_consolidation",17.09,"1979-09-01",14,1,47,"f","INDIVIDUAL","Rhode Island",259,153,258,132,325,127,314,"Northeast"
108395,108422,"CA",2013,22750," 60 months",21.99,628.21,"E","MORTGAGE",0.6772304,"Not Verified","2014-04-01","Not Defaulted","debt_consolidation",19.18,"1992-11-01",6,0,16,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
698220,698324,"PA",2014,24000," 60 months",19.99,635.72,"E","MORTGAGE",0.6945517,"Source Verified","2015-08-01","Not Defaulted","debt_consolidation",20.51,"1982-04-01",19,0,24,"w","INDIVIDUAL","Pennsylvania",295,230,304,296,385,144,317,"Northeast"
194855,194888,"CT",2013,18000," 60 months",16.29,440.51,"D","MORTGAGE",0.6744856,"Source Verified","2014-06-01","Not Defaulted","home_improvement",30.63,"1999-08-01",12,1,23,"w","INDIVIDUAL","Connecticut",30,434,422,346,132,304,109,"Northeast"
38469,38476,"AZ",2014,6025," 36 months",11.99,200.09,"B","RENT",0.6263865,"Source Verified","2015-01-01","Not Defaulted","debt_consolidation",22.03,"2005-01-01",6,0,12,"w","INDIVIDUAL","Arizona",92,13,88,233,173,316,143,"West"
791788,791901,"TX",2014,15000," 36 months",7.89,469.29,"A","OWN",0.6949773,"Source Verified","2015-09-01","Not Defaulted","debt_consolidation",21.81,"1975-04-01",15,0,26,"w","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
541050,541135,"NJ",2014,18000," 36 months",9.99,580.73,"B","RENT",0.6904699,"Source Verified","2015-05-01","Not Defaulted","credit_card",23.03,"2007-04-01",8,0,12,"f","INDIVIDUAL","New Jersey",253,160,395,121,330,108,341,"Northeast"
339404,339457,"IN",2013,4600," 36 months",16.99,163.98,"D","RENT",0.6699389,"Verified","2014-10-01","Not Defaulted","debt_consolidation",15.71,"1994-08-01",5,1,26,"f","INDIVIDUAL","Indiana",96,54,194,297,210,41,123,"Midwest"
740527,740632,"TN",2014,22950," 60 months",15.59,553.12,"D","MORTGAGE",0.6720027,"Verified","2015-01-01","Not Defaulted","debt_consolidation",17.67,"2007-01-01",10,0,14,"w","INDIVIDUAL","Tennessee",99,38,143,303,199,314,154,"South"
646496,646590,"OH",2013,12000," 60 months",25.8,357.87,"G","MORTGAGE",0.6677529,"Verified","2014-03-01","Not Defaulted","debt_consolidation",24.37,"2000-06-01",18,0,32,"w","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
472815,472894,"MS",2014,13600," 36 months",12.69,456.21,"C","MORTGAGE",0.7057007,"Verified","2015-02-01","Not Defaulted","credit_card",21.41,"1995-07-01",23,0,53,"f","INDIVIDUAL","Mississippi",351,284,11,5,446,225,425,"South"
149826,149857,"CA",2014,8000," 36 months",11.53,263.93,"B","RENT",0.69897,"Not Verified","2015-07-01","Not Defaulted","Others",22.13,"1997-09-01",11,0,24,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
444834,444910,"MN",2013,12400," 36 months",14.49,426.76,"C","MORTGAGE",0.6785959,"Source Verified","2014-10-01","Not Defaulted","debt_consolidation",18.08,"2002-12-01",10,0,30,"f","INDIVIDUAL","Minnesota",117,29,352,290,209,92,160,"Midwest"
702597,702701,"PA",2014,9425," 36 months",14.48,324.33,"C","RENT",0.6452553,"Verified","2015-12-01","Not Defaulted","debt_consolidation",26.66,"1995-10-01",6,1,16,"w","INDIVIDUAL","Pennsylvania",295,230,304,296,385,144,317,"Northeast"
882109,882230,"WV",2014,12000," 36 months",12.05,398.86,"C","RENT",0.6853026,"Source Verified","2015-11-01","Not Defaulted","debt_consolidation",14.54,"1995-04-01",11,1,53,"w","INDIVIDUAL","West Virginia",299,261,52,193,407,68,364,"South"
670480,670578,"OR",2009,25000," 36 months",10.99,818.38,"B","MORTGAGE",0.6843673,"Not Verified","2010-02-01","Not Defaulted","debt_consolidation",12.13,"1995-05-01",7,0,26,"f","INDIVIDUAL","Oregon",428,407,274,1,106,320,400,"West"
518430,518514,"NJ",2013,34250," 60 months",12.99,779.12,"C","MORTGAGE",0.7054829,"Verified","2014-11-01","Not Defaulted","debt_consolidation",11.38,"1999-03-01",14,0,22,"w","INDIVIDUAL","New Jersey",242,159,396,110,327,121,328,"Northeast"
855126,855246,"WA",2013,10000," 60 months",14.98,237.8,"C","RENT",0.6879801,"Source Verified","2014-02-01","Not Defaulted","debt_consolidation",4.99,"2003-06-01",7,1,28,"f","INDIVIDUAL","Washington",154,90,380,270,252,88,244,"West"
737952,738057,"TN",2014,14000," 36 months",6.68,430.24,"A","OWN",0.6960191,"Not Verified","2015-02-01","Not Defaulted","home_improvement",22.7,"1984-04-01",12,0,37,"f","INDIVIDUAL","Tennessee",99,38,143,303,199,314,154,"South"
640011,640105,"OH",2013,8400," 36 months",14.31,288.36,"C","MORTGAGE",0.6659062,"Source Verified","2014-11-01","Not Defaulted","debt_consolidation",12.2,"2000-11-01",12,0,19,"f","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
575968,576059,"NY",2012,6000," 36 months",19.52,221.52,"D","RENT",0.6818,"Not Verified","2013-07-01","Not Defaulted","debt_consolidation",12.02,"2004-05-01",8,0,15,"w","INDIVIDUAL","New York",389,325,426,254,40,284,455,"Northeast"
237197,237238,"FL",2014,12000," 36 months",8.38,378.15,"B","RENT",0.6720027,"Source Verified","2015-12-01","Not Defaulted","debt_consolidation",26.21,"1995-10-01",8,0,58,"f","INDIVIDUAL","Florida",329,259,92,225,425,153,392,"South"
846681,846801,"VT",2014,17000," 60 months",15.99,413.32,"D","MORTGAGE",0.68336,"Verified","2015-01-01","Not Defaulted","debt_consolidation",32.99,"1997-08-01",17,0,23,"f","INDIVIDUAL","Vermont",119,433,169,207,193,393,205,"Northeast"
458348,458424,"MO",2012,15000," 36 months",10.99,491.01,"B","MORTGAGE",0.6750809,"Verified","2013-11-01","Not Defaulted","debt_consolidation",29.38,"1999-05-01",12,0,26,"f","INDIVIDUAL","Missouri",77,5,146,29,159,390,85,"Midwest"
379504,379562,"MA",2012,10000," 36 months",19.52,369.2,"D","RENT",0.6509989,"Not Verified","2013-08-01","Not Defaulted","Others",16.46,"2002-05-01",11,0,18,"w","INDIVIDUAL","Massachusetts",198,97,421,267,289,117,162,"Northeast"
337415,337466,"IN",2013,13000," 60 months",8.39,266.03,"A","MORTGAGE",0.6574448,"Not Verified","2014-10-01","Not Defaulted","debt_consolidation",24.42,"2000-06-01",22,0,27,"w","INDIVIDUAL","Indiana",96,54,194,297,210,41,123,"Midwest"
262280,262322,"FL",2014,13000," 36 months",8.67,411.41,"B","MORTGAGE",0.682408,"Source Verified","2015-01-01","Not Defaulted","debt_consolidation",26.18,"2002-08-01",8,0,32,"f","INDIVIDUAL","Florida",329,259,92,225,425,153,392,"South"
141730,141761,"CA",2014,30225," 60 months",20.99,817.52,"E","RENT",0.6811816,"Source Verified","2015-08-01","Not Defaulted","debt_consolidation",35.89,"1993-12-01",16,0,24,"w","INDIVIDUAL","California",24,450,393,309,129,361,74,"West"
788253,788366,"TX",2014,20500," 36 months",8.18,644.1,"B","OWN",0.6639631,"Verified","2015-06-01","Not Defaulted","debt_consolidation",23.52,"1983-09-01",8,0,22,"f","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
62276,62291,"CA",2012,8000," 36 months",6.03,243.49,"A","MORTGAGE",0.6591832,"Verified","2013-09-01","Not Defaulted","major_purchase",14.4,"1976-07-01",20,0,41,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
775464,775576,"TX",2013,5000," 36 months",7.62,155.81,"A","MORTGAGE",0.682408,"Not Verified","2014-03-01","Not Defaulted","home_improvement",15.45,"2000-08-01",10,0,31,"w","INDIVIDUAL","Texas",396,379,346,322,58,207,22,"South"
465816,465893,"MO",2014,13000," 60 months",13.67,300.27,"C","RENT",0.660845,"Source Verified","2015-12-01","Not Defaulted","credit_card",18.22,"2009-04-01",10,0,27,"w","INDIVIDUAL","Missouri",98,23,159,109,174,2,96,"Midwest"
